Cell ID,alphat,Area,Cell Type,epsilon,heatTransferCoeff(T),k,nut,p,p_rgh,rho,T,U_0,U_1,U_2,U_Magnitude,yPlus
0,0.000145784,5e-05,1,54076.9,0,4.61313,0.000119008,-20.591,-20.531,1.225,292.941,-10.3914,0.110114,-0.00435883,10.3919,0
