Cell ID,alphat,Area,Cell Type,epsilon,heatTransferCoeff(T),k,nut,p,p_rgh,rho,T,U_0,U_1,U_2,U_Magnitude,yPlus
0,0,0.00199204,1,0.0220077,-21.1846,0.000388511,0,-1.86434,-1.86434,1.225,314.792,0,0,0,0,0.517013
