Cell ID,alphat,Area,Cell Type,epsilon,heatTransferCoeff(T),k,nut,p,p_rgh,rho,T,U_0,U_1,U_2,U_Magnitude,yPlus
0,0,0.00199282,1,0.344931,-31.3117,0.00220878,0,-8.08733,-8.08733,1.225,307.013,0,0,0,0,0.895152
