Cell ID,alphat,Area,Cell Type,epsilon,heatTransferCoeff(T),k,nut,p,p_rgh,rho,T,U_0,U_1,U_2,U_Magnitude,yPlus
0,0.000470597,5e-05,1,31008.7,0,2.36992,0.000384161,528.896,528.956,1.225,291.287,-11.699,0.184032,-0.00613732,11.7004,0
