Cell ID,alphat,Area,Cell Type,epsilon,heatTransferCoeff(T),k,nut,p,p_rgh,rho,T,U_0,U_1,U_2,U_Magnitude,yPlus
0,0.000210063,5e-05,1,8276.49,0,0.606687,0.00017148,208.306,208.366,1.225,291.503,-6.49985,0.122555,0.00329413,6.50101,0
