Cell ID,alphat,Area,Cell Type,epsilon,heatTransferCoeff(T),k,nut,p,p_rgh,rho,T,U_0,U_1,U_2,U_Magnitude,yPlus
0,0,0.00199282,1,0.00279878,-13.7159,9.93501e-05,0,-0.419158,-0.419158,1.225,325.781,0,0,0,0,0.300163
