Cell ID,alphat,Area,Cell Type,epsilon,heatTransferCoeff(T),k,nut,p,p_rgh,rho,T,U_0,U_1,U_2,U_Magnitude,yPlus
0,0,0.00199282,1,2753.95,-57.3502,0.915092,0,-15.9958,-15.9958,1.225,300.306,0,0,0,0,2.05161
