Cell ID,alphat,Area,Cell Type,epsilon,heatTransferCoeff(T),k,nut,p,p_rgh,rho,T,U_0,U_1,U_2,U_Magnitude,yPlus
0,0,0.00148366,1,3.77473e+06,-172.271,13.0254,0,238.956,239.006,1.225,295.584,0,0,0,0,0.172206
