Cell ID,alphat,Area,Cell Type,epsilon,heatTransferCoeff(T),k,nut,p,p_rgh,rho,T,U_0,U_1,U_2,U_Magnitude,yPlus
0,0,0.00190079,1,0.390095,-23.0147,0.00457344,0,-0.568183,-0.568183,1.225,312.085,0,0,0,0,1.44736
