Cell ID,alphat,Area,Cell Type,epsilon,heatTransferCoeff(T),k,nut,p,p_rgh,rho,T,U_0,U_1,U_2,U_Magnitude,yPlus
0,0.00121196,0.408105,1,118.94,0,0.419646,0.000989355,-1.82235,-1.82235,1.225,300.008,-0.00757766,0.0575682,-0.239319,0.246262,0
