Cell ID,alphat,Area,Cell Type,epsilon,heatTransferCoeff(T),k,nut,p,p_rgh,rho,T,U_0,U_1,U_2,U_Magnitude,yPlus
0,0,0.00148366,1,630106,-129.864,4.05556,0,115.989,116.039,1.225,296.993,0,0,0,0,0.120972
