Cell ID,alphat,Area,Cell Type,epsilon,heatTransferCoeff(T),k,nut,p,p_rgh,rho,T,U_0,U_1,U_2,U_Magnitude,yPlus
0,4.28185e-05,0.390555,1,91.0044,0,0.0729,3.49539e-05,-0.440286,-0.440286,1.225,300.015,-0.0720907,-0.0237653,-1.35512,1.35725,0
