Cell ID,alphat,Area,Cell Type,epsilon,heatTransferCoeff(T),k,nut,p,p_rgh,rho,T,U_0,U_1,U_2,U_Magnitude,yPlus
0,0,0.00199282,1,0.0377476,-21.8784,0.00051528,0,-2.9587,-2.9587,1.225,314.344,0,0,0,0,0.573096
